,ROP OFFLINE,SURFACE TORQUE,WEIGHT ON BIT DRILLER,MUD WEIGHT IN,MUD WEIGHT OUT,TEMPERATURE IN,TEMPERATURE OUT,D-EXPONENT,TOTAL RPM [SURFACE + DHM],STAND PIPE PRESSURE,PUMP FLOW,TOTALROTARYTIME,BIT TIME,BIT RUN,TOTALCUMREVONBOTTOM,SUM ALL PITS,ECD,DEPTH,WELLNAME,LITHOLOGY,LITH_CATEGORY,LATITUDE,LONGITUDE
17330,23.25,9313.0,27.99,13.5,13.56,27.5,37.0,0.93,150.0,3498.0,453.0,47.66,15.21,434.81,148102.0,1632.67,14.02,4404.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17331,22.63,9389.0,29.75,13.5,13.56,27.5,37.0,0.98,150.0,3492.0,453.0,47.68,15.24,435.38,148351.0,1631.39,14.02,4404.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17332,20.29,9227.0,29.2,13.5,13.56,27.5,36.9,0.98,149.0,3494.0,453.0,47.71,15.26,435.83,148558.0,1630.32,14.02,4405.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17333,20.23,9036.0,27.27,13.5,13.57,27.5,36.9,0.98,150.0,3486.0,453.0,47.73,15.28,436.29,148765.0,1631.62,14.02,4405.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17334,18.31,8776.0,26.71,13.5,13.57,27.5,36.8,1.0,150.0,3477.0,453.0,47.76,15.31,436.8,149045.0,1629.56,14.02,4406.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17335,16.59,7222.0,26.59,13.5,13.58,27.5,36.8,0.99,149.0,3476.0,453.0,47.79,15.34,437.34,149314.0,1626.96,14.02,4406.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17336,23.17,9014.0,28.18,13.5,13.57,27.5,36.8,0.9,149.0,3473.0,453.0,47.81,15.36,437.83,149464.0,1628.26,14.02,4407.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17337,24.76,9323.0,28.14,13.5,13.58,27.5,36.8,0.94,150.0,3473.0,453.0,47.83,15.39,438.32,149696.0,1629.37,14.02,4407.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17338,21.41,9090.0,29.92,13.5,13.58,27.5,36.7,0.97,150.0,3480.0,453.0,47.86,15.41,438.8,149888.0,1632.86,14.02,4408.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17339,19.79,9403.0,28.09,13.5,13.58,27.5,36.6,1.03,150.0,3475.0,452.0,47.89,15.44,439.37,150190.0,1631.46,14.02,4408.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17340,18.04,9068.0,27.96,13.5,13.58,27.5,36.5,1.0,150.0,3466.0,453.0,47.91,15.47,439.84,150402.0,1636.68,14.02,4409.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17341,20.86,9034.0,29.23,13.5,13.58,27.5,36.4,0.98,150.0,3472.0,452.0,47.94,15.49,440.31,150614.0,1634.31,14.02,4409.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17342,19.55,8779.0,27.71,13.5,13.58,27.6,36.2,0.99,150.0,3473.0,452.0,47.96,15.52,440.84,150859.0,1641.57,14.02,4410.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17343,18.06,8634.0,27.78,13.5,13.58,27.6,36.0,1.0,150.0,3461.0,452.0,47.99,15.55,441.34,151116.0,1637.47,14.02,4410.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17344,19.62,9004.0,28.41,13.5,13.58,27.6,35.9,0.98,150.0,3468.0,452.0,48.02,15.57,441.82,151320.0,1637.39,14.02,4411.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17345,21.17,8892.0,28.65,13.5,13.58,27.6,35.8,0.97,150.0,3470.0,453.0,48.04,15.59,442.29,151525.0,1638.7,14.02,4411.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17346,20.3,8919.0,28.5,13.5,13.58,27.6,36.0,0.98,150.0,3480.0,452.0,48.07,15.62,442.83,151775.0,1633.06,14.02,4412.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17347,20.92,9150.0,28.93,13.5,13.58,27.6,36.2,0.98,150.0,3467.0,453.0,48.09,15.64,443.3,151970.0,1640.34,14.02,4412.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17348,20.71,8248.0,28.74,13.5,13.58,27.6,36.6,0.99,150.0,3467.0,452.0,48.12,15.67,443.77,152226.0,1641.11,14.02,4413.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17349,18.62,9115.0,29.37,13.5,13.58,27.6,36.8,1.0,150.0,3472.0,452.0,48.14,15.7,444.33,152461.0,1639.56,14.02,4413.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17350,19.16,8709.0,28.29,13.5,13.58,27.6,36.9,0.99,149.0,3457.0,452.0,48.17,15.72,444.84,152668.0,1633.45,14.01,4414.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17351,18.8,8927.0,28.07,13.5,13.58,27.6,37.0,1.0,150.0,3461.0,452.0,48.2,15.75,445.33,152937.0,1641.06,14.02,4414.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17352,18.92,9213.0,29.69,13.5,13.58,27.6,37.1,1.0,150.0,3473.0,453.0,48.22,15.77,445.84,153164.0,1643.37,14.02,4415.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17353,18.91,8790.0,28.35,13.5,13.58,27.6,37.1,1.0,150.0,3469.0,452.0,48.25,15.8,446.36,153414.0,1643.86,14.02,4415.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17354,19.33,9479.0,29.44,13.5,13.58,27.6,37.2,0.99,149.0,3470.0,453.0,48.27,15.82,446.83,153626.0,1637.91,14.01,4416.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17355,18.01,8989.0,29.24,13.5,13.58,27.7,37.2,1.02,150.0,3465.0,453.0,48.3,15.86,447.35,153920.0,1644.23,14.02,4416.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17356,18.32,9304.0,29.3,13.5,13.58,27.7,37.1,1.01,150.0,3465.0,452.0,48.33,15.88,447.81,154137.0,1642.69,14.02,4417.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17357,19.0,8466.0,29.62,13.5,13.59,27.7,37.2,1.02,149.0,3448.0,452.0,48.37,15.92,448.31,154479.0,1641.29,14.01,4417.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17358,17.91,8170.0,29.71,13.5,13.58,27.7,37.2,1.02,149.0,3461.0,453.0,48.39,15.94,448.79,154676.0,1643.2,14.02,4418.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17359,19.34,8423.0,27.57,13.5,13.58,27.7,37.3,1.01,150.0,3460.0,452.0,48.42,15.98,449.29,154991.0,1645.43,14.02,4418.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17360,15.6,8989.0,28.88,13.5,13.58,27.8,37.3,1.06,150.0,3466.0,452.0,48.45,16.0,449.84,155225.0,1638.91,14.02,4419.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17361,15.0,9998.0,28.83,13.5,13.59,27.8,37.3,1.04,150.0,3442.0,452.0,48.48,16.04,450.32,155524.0,1640.64,14.02,4419.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17362,17.09,8409.0,29.15,13.5,13.59,27.8,37.3,1.01,150.0,3463.0,452.0,48.52,16.07,450.84,155826.0,1640.48,14.01,4420.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17363,17.59,8291.0,28.66,13.5,13.59,27.8,37.4,1.02,149.0,3476.0,452.0,48.55,16.1,451.35,156128.0,1641.65,14.02,4420.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17364,15.94,7522.0,28.69,13.5,13.59,27.8,37.4,1.04,149.0,3461.0,453.0,48.58,16.13,451.77,156375.0,1631.45,14.01,4421.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17365,15.89,8165.0,29.67,13.5,13.59,27.8,37.5,1.04,150.0,3470.0,453.0,48.61,16.16,452.31,156667.0,1637.42,14.02,4421.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17366,14.77,7972.0,30.38,13.5,13.59,27.8,37.5,1.07,150.0,3467.0,453.0,48.64,16.2,452.77,156964.0,1642.89,14.01,4422.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17367,13.4,8204.0,30.8,13.5,13.59,27.8,37.4,1.08,150.0,3465.0,453.0,48.68,16.24,453.34,157321.0,1645.22,14.02,4422.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17368,14.18,8267.0,29.96,13.5,13.59,27.8,37.5,1.06,150.0,3468.0,453.0,48.72,16.27,453.81,157652.0,1643.13,14.02,4423.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17369,13.84,8543.0,29.55,13.5,13.59,27.7,37.6,1.09,150.0,3468.0,452.0,48.76,16.31,454.35,158002.0,1643.25,14.02,4423.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17370,12.27,7490.0,29.77,13.5,13.58,27.7,37.6,1.09,150.0,3463.0,452.0,48.8,16.35,454.83,158383.0,1633.11,14.02,4424.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17371,14.09,7853.0,28.03,13.5,13.58,27.7,37.6,1.05,149.0,3459.0,452.0,48.84,16.39,455.39,158710.0,1636.73,14.01,4424.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17372,15.05,8553.0,29.16,13.5,13.58,27.7,37.7,1.05,150.0,3467.0,452.0,48.87,16.42,455.83,158999.0,1637.2,14.02,4425.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17373,14.25,8299.0,30.07,13.5,13.58,27.7,37.6,1.06,149.0,3461.0,452.0,48.9,16.46,456.33,159291.0,1637.19,14.01,4425.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17374,11.64,5007.0,9.28,13.5,13.58,27.6,37.5,1.06,149.0,3503.0,454.0,49.01,16.56,456.84,160130.0,1657.46,14.02,4426.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17375,11.84,9006.0,24.41,13.5,13.58,27.6,37.6,0.97,149.0,3503.0,454.0,49.01,16.57,457.32,160212.0,1656.91,14.02,4426.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17376,18.26,5240.0,28.21,13.5,13.58,27.6,37.7,1.03,150.0,3494.0,454.0,49.09,16.65,457.76,160922.0,1655.67,14.02,4427.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17377,15.28,9699.0,34.74,13.5,13.58,27.6,37.8,1.09,149.0,3509.0,454.0,49.11,16.66,458.38,161039.0,1655.58,14.02,4427.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17378,16.69,9162.0,31.71,13.5,13.58,27.6,37.9,1.06,150.0,3515.0,454.0,49.15,16.7,458.82,161435.0,1651.44,14.02,4428.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17379,16.52,9430.0,33.96,13.5,13.57,27.6,37.9,1.07,149.0,3500.0,454.0,49.17,16.72,459.3,161616.0,1647.69,14.02,4428.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17380,17.74,9331.0,35.8,13.5,13.58,27.6,38.0,1.07,151.0,3498.0,454.0,49.2,16.75,459.84,161875.0,1652.93,14.02,4429.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17381,16.96,9426.0,28.79,13.5,13.57,27.6,38.0,1.04,151.0,3525.0,453.0,49.23,16.78,460.29,162161.0,1654.26,14.02,4429.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17382,20.91,8719.0,29.69,13.5,13.57,27.6,38.1,0.98,151.0,3482.0,452.0,49.26,16.81,460.83,162437.0,1652.15,14.02,4430.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17383,20.71,8950.0,30.67,13.5,13.57,27.6,38.1,1.02,151.0,3468.0,452.0,49.29,16.84,461.32,162656.0,1654.48,14.01,4430.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17384,17.92,9034.0,31.09,13.5,13.57,27.6,38.2,1.03,151.0,3505.0,456.0,49.31,16.86,461.83,162885.0,1652.72,14.02,4431.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17385,18.84,9044.0,31.71,13.5,13.56,27.6,38.3,1.02,151.0,3515.0,456.0,49.34,16.89,462.34,163154.0,1652.38,14.02,4431.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17386,19.25,8661.0,30.88,13.5,13.56,27.6,38.3,1.02,142.0,3509.0,456.0,49.37,16.92,462.88,163426.0,1655.15,14.02,4432.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17387,17.35,7746.0,29.6,13.5,13.57,27.6,38.5,1.05,141.0,3515.0,455.0,49.41,16.96,463.35,163717.0,1652.93,14.02,4432.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17388,14.62,8386.0,30.97,13.5,13.57,27.6,38.5,1.07,142.0,3508.0,456.0,49.44,16.99,463.81,164017.0,1650.16,14.02,4433.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17389,13.81,7333.0,29.77,13.5,13.57,27.6,38.7,1.07,141.0,3506.0,456.0,49.48,17.04,464.25,164363.0,1655.68,14.02,4433.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17390,14.51,8307.0,30.46,13.5,13.57,27.5,38.8,1.05,141.0,3506.0,456.0,49.51,17.06,464.82,164569.0,1654.63,14.02,4434.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17391,15.22,8919.0,30.56,13.5,13.58,27.5,38.9,1.04,141.0,3513.0,456.0,49.54,17.1,465.38,164869.0,1653.21,14.02,4434.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17392,16.43,8330.0,31.0,13.5,13.57,27.5,39.0,1.02,140.0,3514.0,456.0,49.56,17.12,465.77,165050.0,1648.62,14.02,4435.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17393,16.74,9018.0,30.62,13.5,13.57,27.5,38.7,1.06,141.0,3514.0,456.0,49.62,17.18,466.79,165559.0,1651.3,14.02,4436.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17394,14.56,8096.0,29.95,13.5,13.57,27.5,37.3,1.07,141.0,3493.0,455.0,49.67,17.23,467.35,165981.0,1652.82,14.02,4436.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17395,13.74,8501.0,29.37,13.5,13.58,27.5,37.3,1.04,140.0,3494.0,456.0,49.7,17.25,467.8,166180.0,1652.73,14.02,4437.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17396,16.47,8922.0,31.44,13.5,13.58,27.5,37.2,1.03,141.0,3517.0,456.0,49.73,17.28,468.33,166450.0,1654.48,14.02,4437.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17397,16.12,8416.0,30.71,13.5,13.59,27.5,37.1,1.07,141.0,3503.0,456.0,49.76,17.31,468.82,166710.0,1652.41,14.02,4438.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17398,13.88,7724.0,30.09,13.5,13.58,27.5,37.1,1.07,141.0,3503.0,456.0,49.81,17.36,469.33,167123.0,1651.55,14.02,4438.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17399,13.69,9410.0,31.59,13.5,13.58,27.5,37.2,1.06,141.0,3505.0,456.0,49.84,17.39,469.84,167348.0,1650.78,14.02,4439.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17400,14.5,8429.0,30.76,13.5,13.58,27.5,37.2,1.06,140.0,3506.0,456.0,49.87,17.42,470.32,167629.0,1649.65,14.02,4439.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17401,13.52,8647.0,29.85,13.5,13.58,27.4,37.2,1.1,141.0,3468.0,455.0,49.91,17.46,470.84,167976.0,1650.28,14.02,4440.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17402,11.25,7473.0,29.18,13.5,13.58,27.4,37.1,1.12,140.0,3496.0,456.0,49.96,17.51,471.36,168400.0,1651.55,14.02,4440.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17403,10.92,7671.0,28.54,13.5,13.58,27.4,37.2,1.04,141.0,3493.0,456.0,50.01,17.56,471.82,168801.0,1713.62,14.02,4441.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17404,17.31,8285.0,30.34,13.5,13.58,27.4,37.1,1.0,141.0,3501.0,456.0,50.03,17.58,472.31,169003.0,1650.64,14.02,4441.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17405,18.64,8530.0,31.31,13.5,13.58,27.4,37.1,1.03,140.0,3502.0,456.0,50.06,17.62,472.86,169272.0,1645.03,14.02,4442.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17406,17.04,8454.0,30.75,13.5,13.58,27.4,37.2,1.03,141.0,3502.0,456.0,50.09,17.64,473.31,169509.0,1647.06,14.02,4442.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17407,16.9,8709.0,30.51,13.5,13.58,27.4,37.5,1.04,141.0,3507.0,456.0,50.12,17.67,473.82,169746.0,1650.11,14.02,4443.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17408,15.98,7981.0,30.29,13.5,13.57,27.4,38.2,1.07,141.0,3496.0,456.0,50.16,17.72,474.35,170121.0,1649.53,14.02,4443.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17409,13.3,7658.0,30.36,13.5,13.56,27.4,38.8,1.09,140.0,3492.0,456.0,50.2,17.75,474.82,170409.0,1651.97,14.02,4444.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17410,12.45,8286.0,30.5,13.5,13.56,27.3,39.0,1.08,140.0,3495.0,455.0,50.24,17.79,475.31,170721.0,1649.54,14.02,4444.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17411,13.27,8467.0,32.44,13.5,13.56,27.3,39.1,1.11,141.0,3493.0,456.0,50.27,17.82,475.8,171012.0,1650.51,14.02,4445.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17412,11.45,7270.0,30.38,13.5,13.57,27.4,38.7,1.05,146.0,3493.0,455.0,50.32,17.87,476.33,171443.0,1643.52,14.02,4445.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17413,17.77,8034.0,30.24,13.5,13.57,27.4,38.4,1.01,145.0,3480.0,455.0,50.36,17.91,476.81,171782.0,1645.02,14.02,4446.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17414,19.37,8647.0,29.61,13.5,13.57,27.4,38.1,1.03,145.0,3485.0,455.0,50.38,17.93,477.3,171961.0,1647.16,14.02,4446.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17415,16.79,8942.0,31.48,13.5,13.57,27.4,38.0,1.05,145.0,3491.0,456.0,50.4,17.96,477.79,172156.0,1644.11,14.02,4447.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17416,15.47,6078.0,29.51,13.5,13.57,27.4,37.9,1.05,144.0,3437.0,456.0,50.44,18.0,478.36,172524.0,1640.89,14.02,4447.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17417,16.3,8335.0,31.07,13.5,13.57,27.4,38.0,1.02,145.0,3482.0,455.0,50.47,18.02,478.8,172758.0,1641.91,14.02,4448.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17418,18.91,8309.0,30.07,13.5,13.57,27.4,38.0,1.04,145.0,3485.0,455.0,50.5,18.05,479.28,173000.0,1639.4,14.02,4448.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17419,16.37,8873.0,30.82,13.5,13.57,27.4,38.0,1.1,145.0,3484.0,455.0,50.53,18.08,479.8,173257.0,1642.65,14.02,4449.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17420,12.57,8164.0,30.11,13.5,13.55,27.4,38.0,1.13,145.0,3469.0,455.0,50.59,18.14,480.35,173794.0,1637.78,14.02,4449.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17421,10.12,7758.0,28.57,13.5,13.55,27.4,38.0,1.05,144.0,3459.0,454.0,50.64,18.19,480.84,174186.0,1629.24,14.02,4450.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17422,14.71,8693.0,29.98,13.5,13.55,27.4,38.0,1.0,145.0,3471.0,455.0,50.66,18.22,481.35,174420.0,1622.55,14.02,4450.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17423,19.49,8754.0,31.39,13.5,13.55,27.4,38.0,1.0,145.0,3474.0,455.0,50.69,18.24,481.78,174638.0,1619.09,14.02,4451.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17424,14.84,5786.0,28.13,13.5,13.55,27.4,38.0,1.15,145.0,3463.0,455.0,50.74,18.29,482.3,175109.0,1620.57,14.02,4451.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17425,17.27,8209.0,30.57,13.5,13.55,27.4,38.0,0.99,145.0,3473.0,455.0,50.76,18.32,482.84,175307.0,1621.76,14.02,4452.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17426,21.68,8575.0,31.86,13.5,13.55,27.5,38.0,1.03,145.0,3483.0,455.0,50.79,18.34,483.3,175536.0,1622.56,14.02,4452.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17427,17.08,8858.0,30.51,13.5,13.55,27.5,38.0,1.06,144.0,3473.0,455.0,50.82,18.38,483.84,175817.0,1616.48,14.02,4453.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17428,15.66,7934.0,30.68,13.5,13.55,27.5,38.0,1.04,145.0,3474.0,455.0,50.87,18.42,484.35,176187.0,1613.86,14.02,4453.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17429,11.65,6449.0,14.4,13.5,13.56,27.7,37.3,1.14,142.0,3483.0,457.0,50.94,18.49,484.85,176782.0,1634.09,14.02,4454.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17430,12.06,8778.0,23.34,13.5,13.57,27.7,37.3,0.9,145.0,3519.0,456.0,50.96,18.51,485.3,176952.0,1630.52,14.02,4454.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17431,19.25,9048.0,28.37,13.5,13.56,27.7,37.5,0.93,145.0,3516.0,456.0,50.98,18.54,485.83,177148.0,1627.69,14.02,4455.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17432,21.68,9148.0,41.19,13.5,13.56,27.7,38.0,1.03,145.0,3519.0,457.0,51.01,18.56,486.32,177368.0,1618.17,14.02,4455.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17433,20.12,9138.0,31.43,13.5,13.56,27.7,38.3,1.08,145.0,3522.0,457.0,51.03,18.59,486.85,177605.0,1610.05,14.02,4456.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17434,15.19,7652.0,27.24,13.5,13.56,27.7,38.4,1.09,145.0,3518.0,457.0,51.08,18.63,487.35,177966.0,1612.62,14.02,4456.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17435,17.07,8244.0,27.81,13.5,13.56,27.7,38.6,0.96,145.0,3508.0,457.0,51.1,18.65,487.81,178160.0,1612.5,14.02,4457.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17436,21.13,8627.0,29.31,13.5,13.55,27.8,38.5,0.98,145.0,3512.0,456.0,51.12,18.68,488.26,178375.0,1608.33,14.02,4457.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17437,19.68,8612.0,30.67,13.5,13.55,27.8,38.4,1.0,145.0,3514.0,457.0,51.15,18.7,488.8,178601.0,1609.1,14.02,4458.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17438,18.03,7880.0,31.46,13.5,13.56,27.8,37.9,1.02,145.0,3505.0,457.0,51.18,18.73,489.37,178877.0,1609.96,14.02,4458.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17439,16.36,8540.0,25.94,13.5,13.57,27.9,37.6,1.04,146.0,3511.0,456.0,51.21,18.77,489.77,179153.0,1609.73,14.02,4459.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17440,16.05,8442.0,25.94,13.5,13.57,27.9,37.5,1.03,145.0,3489.0,457.0,51.24,18.8,490.31,179420.0,1609.31,14.02,4459.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17441,16.34,8642.0,31.51,13.5,13.57,27.9,37.5,1.03,145.0,3519.0,457.0,51.27,18.83,490.84,179679.0,1608.61,14.02,4460.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17442,14.66,7700.0,28.73,13.5,13.58,27.9,37.6,1.06,146.0,3517.0,457.0,51.32,18.87,491.3,180070.0,1608.55,14.02,4460.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17443,12.21,7603.0,28.53,13.5,13.58,27.9,38.0,1.09,146.0,3504.0,457.0,51.36,18.91,491.86,180428.0,1609.99,14.02,4461.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17444,13.72,8204.0,29.49,13.5,13.58,27.9,38.2,1.06,146.0,3508.0,457.0,51.39,18.94,492.33,180700.0,1611.52,14.02,4461.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17445,19.96,8879.0,31.0,13.5,13.58,27.9,38.3,0.98,145.0,3517.0,457.0,51.4,18.96,492.83,180831.0,1608.11,14.02,4462.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17446,23.63,8534.0,31.89,13.5,13.57,28.0,38.1,0.98,145.0,3517.0,457.0,51.44,18.99,493.34,181117.0,1614.37,14.02,4462.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17447,17.21,9155.0,31.62,13.5,13.55,28.0,37.8,1.05,145.0,3519.0,457.0,51.47,19.02,493.84,181371.0,1612.32,14.02,4463.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17448,15.86,8584.0,30.48,13.5,13.55,28.0,37.4,1.05,145.0,3515.0,457.0,51.5,19.05,494.36,181675.0,1610.77,14.02,4463.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17449,15.43,7104.0,28.79,13.5,13.54,27.9,36.7,1.05,146.0,3508.0,457.0,51.54,19.09,494.8,181997.0,1610.48,14.02,4464.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17450,14.96,7142.0,29.92,13.5,13.54,27.9,36.5,1.05,145.0,3517.0,457.0,51.56,19.12,495.36,182213.0,1614.31,14.02,4464.5,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17451,16.13,7825.0,28.92,13.5,13.56,27.9,36.7,1.03,146.0,3515.0,457.0,51.6,19.15,495.84,182526.0,1615.73,14.02,4465.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
17452,14.66,7328.0,27.57,13.5,13.56,27.9,36.9,1.06,145.0,3508.0,456.0,51.64,19.2,496.33,182902.0,1611.77,14.02,4465.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17453,17.5,9075.0,29.13,13.5,13.56,27.8,36.8,1.01,145.0,3516.0,457.0,51.66,19.21,496.82,183047.0,1612.85,14.02,4466.0,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17454,23.19,8598.0,31.49,13.5,13.55,27.8,36.8,0.98,146.0,3525.0,457.0,51.68,19.24,497.33,183273.0,1611.13,14.02,4466.5,Pharos-1,Claystone,Clastic,-13.681989,122.399306
17455,19.63,8735.0,32.15,13.5,13.55,27.8,36.9,1.03,145.0,3518.0,457.0,51.71,19.26,497.8,183484.0,1612.86,14.02,4467.0,Pharos-1,Siltstone,Clastic,-13.681989,122.399306
